328,323,322,321,319,307,306,298,292,284,273,262,253,252,247,246,0,0,0,0,0,0,0,0,0,0
345,350,357,354,353,352,342,337,336,335,326,320,317,301,291,286,271,266,250,240,225,211,397,137,144,0
365,373,376,381,379,371,362,351,347,334,325,303,290,270,260,239,224,0,0,0,0,0,0,0,0,0
387,392,390,394,388,386,341,375,366,340,313,295,269,245,218,208,192,157,0,0,0,0,0,0,0,0
374,385,384,393,391,389,378,370,367,346,314,296,279,241,219,183,162,0,0,0,0,0,0,0,0,0
369,377,383,382,380,372,364,348,331,316,315,304,282,261,232,212,202,0,0,0,0,0,0,0,0,0
333,339,361,359,358,356,355,349,344,343,332,327,318,305,297,283,272,251,226,213,195,184,158,0,0,0
310,338,360,330,329,324,312,308,302,293,287,285,274,263,254,242,227,214,203,193,185,177,170,150,0,0
311,300,289,276,265,248,234,229,220,215,205,199,198,186,178,173,163,159,151,138,0,0,0,0,0,0
281,268,249,236,216,187,182,175,166,160,154,153,146,140,139,134,130,128,125,0,0,0,0,0,0,0
238,207,180,167,156,136,116,102,101,100,99,98,91,90,89,87,84,96,0,0,0,0,0,0,0,0
244,217,190,169,149,126,118,92,72,65,64,63,62,38,36,33,58,56,54,22,19,51,75,0,0,0
278,259,223,191,143,127,81,49,48,9,45,8,39,5,2,31,4,25,21,17,14,69,0,0,0,0
258,222,189,142,124,94,66,10,47,46,44,43,41,37,35,30,28,3,24,18,15,12,67,0,0,0
231,188,168,141,119,93,73,80,79,78,42,7,40,6,34,32,29,27,26,1,23,20,16,13,50,74
237,201,172,148,155,123,117,103,77,76,61,60,59,57,55,53,52,71,70,68,0,0,0,0,0,0
267,257,230,200,176,161,147,135,132,131,122,115,114,113,112,97,88,86,85,83,95,106,105,104,82,0
277,256,235,221,210,206,194,181,179,174,171,165,164,152,145,133,129,121,111,110,109,108,107,120,0,0
294,309,299,288,280,275,264,255,243,233,228,209,204,197,196,0,0,0,0,0,0,0,0,0,0,0
